USER_ID,CES_SCORE,CES_COMMENT,SURVEY_DATE,PLATFORM,SOURCE_TABLE,REGISTRATION_COUNTRY,FIRST_TRANSFER_DATE,FIRST_TRANSFER_AMOUNT_GBP,FIRST_TRANSFER_SOURCE_CURRENCY,FIRST_TRANSFER_AMOUNT_SOURCE,SEND_MONTH,SEND_COUNT,SEND_VALUE_GBP
101442221,7,,2026-01-19,IOS,MOBILE,DE,2026-03-12 21:37:34.230,86.29,EUR,100,2026-04-01,1,87.13
101442569,7,,2026-01-19,IOS,MOBILE,HU,2026-01-20 09:48:52.454,65.47,USD,88,2026-01-01,4,259.05
101442569,7,,2026-01-19,IOS,MOBILE,HU,2026-01-20 09:48:52.454,65.47,USD,88,2026-02-01,15,2097.48
101442569,7,,2026-01-19,IOS,MOBILE,HU,2026-01-20 09:48:52.454,65.47,USD,88,2026-03-01,8,530.15
101442569,7,,2026-01-19,IOS,MOBILE,HU,2026-01-20 09:48:52.454,65.47,USD,88,2026-04-01,9,417.2
101442569,7,,2026-01-19,IOS,MOBILE,HU,2026-01-20 09:48:52.454,65.47,USD,88,2026-05-01,3,133.29
101443123,7,,2026-02-16,WEB,WEB,ES,,,,,,,
101443265,3,L’application c’est fermée ,2026-01-19,IOS,MOBILE,FR,,,,,,,
101443402,7,,2026-01-19,IOS,MOBILE,RO,,,,,,,
101443420,7,,2026-01-20,IOS,MOBILE,LU,2026-01-23 11:34:00.185,2626.7,EUR,3030,2026-01-01,1,2626.7
101443420,7,,2026-01-20,IOS,MOBILE,LU,2026-01-23 11:34:00.185,2626.7,EUR,3030,2026-03-01,1,139.05
101443420,7,,2026-01-20,IOS,MOBILE,LU,2026-01-23 11:34:00.185,2626.7,EUR,3030,2026-04-01,1,139.37
101443429,7,,2026-01-20,ANDROID,MOBILE,ES,,,,,,,
101443663,7,,2026-01-19,ANDROID,MOBILE,ES,2026-01-21 19:01:07.813,212.71,EUR,244.54,2026-01-01,1,212.71
101443852,7,,2026-01-19,IOS,MOBILE,RO,,,,,,,
101444000,7,,2026-03-22,WEB,WEB,DE,,,,,,,
101444033,5,,2026-01-19,IOS,MOBILE,PL,,,,,,,
101444061,3,,2026-01-19,IOS,MOBILE,IE,,,,,,,
101444156,5,,2026-01-19,IOS,MOBILE,IT,,,,,,,
101444373,7,,2026-01-19,IOS,MOBILE,FR,,,,,,,
101444452,7,,2026-01-19,IOS,MOBILE,RO,,,,,,,
101444498,3,Non è per niente facile inserire dei documenti,2026-01-19,ANDROID,MOBILE,IT,,,,,,,
101444521,7,,2026-01-20,ANDROID,MOBILE,FR,2026-01-21 05:50:02.092,292.27,EUR,336,2026-01-01,1,292.27
101444521,7,,2026-01-20,ANDROID,MOBILE,FR,2026-01-21 05:50:02.092,292.27,EUR,336,2026-03-01,1,894.39
101445047,7,easy set up,2026-01-19,ANDROID,MOBILE,IE,,,,,,,
101445068,7,,2026-01-19,IOS,MOBILE,PT,,,,,,,
101445200,7,,2026-01-19,IOS,MOBILE,PT,2026-01-19 23:00:40.271,8.67,EUR,10,2026-01-01,4,361.08
101445200,7,,2026-01-19,IOS,MOBILE,PT,2026-01-19 23:00:40.271,8.67,EUR,10,2026-02-01,1,43.55
101445234,5,,2026-01-19,IOS,MOBILE,ES,,,,,,,
101445273,4,,2026-01-19,IOS,MOBILE,DE,2026-01-19 23:25:39.648,43.37,EUR,50,2026-01-01,2,86.86
101445273,4,,2026-01-19,IOS,MOBILE,DE,2026-01-19 23:25:39.648,43.37,EUR,50,2026-04-01,1,48
101445273,4,,2026-01-19,IOS,MOBILE,DE,2026-01-19 23:25:39.648,43.37,EUR,50,2026-05-01,1,56.28
101445289,7,,2026-01-19,IOS,MOBILE,PL,,,,,,,
101445404,7,,2026-01-19,ANDROID,MOBILE,DE,2026-01-23 10:28:56.490,28.61,EUR,33,2026-01-01,1,28.61
101445404,7,,2026-01-19,ANDROID,MOBILE,DE,2026-01-23 10:28:56.490,28.61,EUR,33,2026-02-01,6,4215.75
101445404,7,,2026-01-19,ANDROID,MOBILE,DE,2026-01-23 10:28:56.490,28.61,EUR,33,2026-03-01,5,7575.45
101445404,7,,2026-01-19,ANDROID,MOBILE,DE,2026-01-23 10:28:56.490,28.61,EUR,33,2026-04-01,4,3722.41
101445404,7,,2026-01-19,ANDROID,MOBILE,DE,2026-01-23 10:28:56.490,28.61,EUR,33,2026-05-01,1,1649.16
101445753,3,Много всего ,2026-01-19,IOS,MOBILE,PL,,,,,,,
101445820,7,,2026-01-19,IOS,MOBILE,PL,,,,,,,
101445942,6,,2026-01-19,IOS,MOBILE,FR,,,,,,,
101446150,5,,2026-01-22,ANDROID,MOBILE,ES,,,,,,,
101446902,7,Por que fue fácil y rápido ,2026-01-19,IOS,MOBILE,ES,,,,,,,
101446976,7,,2026-01-22,ANDROID,MOBILE,PT,,,,,,,
101447002,7,,2026-01-19,IOS,MOBILE,IE,,,,,,,
101447074,7,easy,2026-01-20,ANDROID,MOBILE,PT,2026-01-20 11:40:43.459,87.87,EUR,100.7,2026-01-01,1,87.87
101447108,7,,2026-01-19,IOS,MOBILE,DK,2026-01-19 22:20:24.884,78.48,DKK,676.05,2026-01-01,1,78.48
101447260,6,,2026-01-19,IOS,MOBILE,PT,,,,,,,
101447431,6,,2026-01-19,IOS,MOBILE,ES,,,,,,,
101447669,7,,2026-01-27,ANDROID,MOBILE,FR,,,,,,,
101447937,7,,2026-01-19,IOS,MOBILE,DE,,,,,,,
101448207,7,,2026-01-19,IOS,MOBILE,FR,,,,,,,
101448365,6,,2026-01-19,ANDROID,MOBILE,DE,2026-01-19 23:14:21.479,353.15,USD,473.89,2026-01-01,1,353.15
101448365,6,,2026-01-19,ANDROID,MOBILE,DE,2026-01-19 23:14:21.479,353.15,USD,473.89,2026-02-01,1,178.54
101448365,6,,2026-01-19,ANDROID,MOBILE,DE,2026-01-19 23:14:21.479,353.15,USD,473.89,2026-03-01,1,263.4
101448365,6,,2026-01-19,ANDROID,MOBILE,DE,2026-01-19 23:14:21.479,353.15,USD,473.89,2026-04-01,1,89.07
101448365,6,,2026-01-19,ANDROID,MOBILE,DE,2026-01-19 23:14:21.479,353.15,USD,473.89,2026-05-01,2,220.32
101448492,6,,2026-01-19,IOS,MOBILE,NL,,,,,,,
101448568,5,,2026-01-19,IOS,MOBILE,FR,,,,,,,
101448572,7,,2026-01-19,IOS,MOBILE,PK,,,,,,,
101449179,7,,2026-01-19,ANDROID,MOBILE,FR,2026-02-05 23:03:35.306,36.87,EUR,42,2026-02-01,1,36.87
101449179,7,,2026-01-19,ANDROID,MOBILE,FR,2026-02-05 23:03:35.306,36.87,EUR,42,2026-03-01,1,15.57
101449324,7,,2026-01-19,IOS,MOBILE,RO,2026-02-13 22:26:59.096,571.29,USD,780,2026-02-01,1,571.29
101449324,7,,2026-01-19,IOS,MOBILE,RO,2026-02-13 22:26:59.096,571.29,USD,780,2026-03-01,1,325.08
101449367,6,,2026-01-20,ANDROID,MOBILE,HU,,,,,,,
101449677,7,,2026-01-19,IOS,MOBILE,FR,,,,,,,
101449963,7,cok iyii,2026-01-19,ANDROID,MOBILE,FR,,,,,,,
101450009,7,,2026-01-19,IOS,MOBILE,FR,,,,,,,
101451219,6,,2026-01-19,IOS,MOBILE,AT,,,,,,,
101451429,7,Foarte bun. ,2026-01-20,IOS,MOBILE,NL,2026-01-25 18:37:02.528,1.74,EUR,2,2026-01-01,4,306.09
101451429,7,Foarte bun. ,2026-01-20,IOS,MOBILE,NL,2026-01-25 18:37:02.528,1.74,EUR,2,2026-02-01,4,1366.71
101451429,7,Foarte bun. ,2026-01-20,IOS,MOBILE,NL,2026-01-25 18:37:02.528,1.74,EUR,2,2026-03-01,6,1492.36
101451429,7,Foarte bun. ,2026-01-20,IOS,MOBILE,NL,2026-01-25 18:37:02.528,1.74,EUR,2,2026-04-01,5,1144.47
101451429,7,Foarte bun. ,2026-01-20,IOS,MOBILE,NL,2026-01-25 18:37:02.528,1.74,EUR,2,2026-05-01,3,986.78
101452473,7,,2026-01-20,IOS,MOBILE,NL,2026-01-20 05:32:53.869,75.49,EUR,86.52,2026-01-01,1,75.49
101453664,7,Egy kicsit bonyolut volt meg csinálni de meg oldottam ,2026-01-29,IOS,MOBILE,HU,2026-04-30 11:50:49.534,43.66,EUR,50.63,2026-04-01,1,43.66
101453777,3,It took me out of the app while I was putting my ID,2026-01-20,IOS,MOBILE,ES,,,,,,,
101453854,5,No e podido pedir mi tarjeta,2026-02-23,WEB,WEB,ES,,,,,,,
101453859,7,🦾👨‍✈️,2026-01-20,IOS,MOBILE,FR,,,,,,,
101453975,1,,2026-01-20,IOS,MOBILE,NL,,,,,,,
101454229,7,,2026-01-20,IOS,MOBILE,FR,,,,,,,
101455419,5,,2026-01-20,IOS,MOBILE,FR,,,,,,,
101456312,5,,2026-02-23,IOS,MOBILE,NL,,,,,,,
101457166,5,I need to see more off this,2026-01-20,IOS,MOBILE,NO,,,,,,,
101460484,4,,2026-01-20,IOS,MOBILE,SE,,,,,,,
101463320,5,,2026-01-20,ANDROID,MOBILE,CY,,,,,,,
101465854,4,,2026-01-20,ANDROID,MOBILE,PL,2026-01-20 08:09:54.960,44.05,PLN,213.24,2026-01-01,1,44.05
101465854,4,,2026-01-20,ANDROID,MOBILE,PL,2026-01-20 08:09:54.960,44.05,PLN,213.24,2026-02-01,2,87.55
101465854,4,,2026-01-20,ANDROID,MOBILE,PL,2026-01-20 08:09:54.960,44.05,PLN,213.24,2026-03-01,2,87.39
101465854,4,,2026-01-20,ANDROID,MOBILE,PL,2026-01-20 08:09:54.960,44.05,PLN,213.24,2026-04-01,3,133.67
101465854,4,,2026-01-20,ANDROID,MOBILE,PL,2026-01-20 08:09:54.960,44.05,PLN,213.24,2026-05-01,1,43.98
101466073,5,,2026-01-22,ANDROID,MOBILE,FR,2026-02-01 01:46:05.052,219.75,NZD,500,2026-02-01,1,219.75
101466363,7,Todo muy rápido y fácil. ,2026-01-20,IOS,MOBILE,ES,,,,,,,
101466589,5,,2026-01-20,ANDROID,MOBILE,FR,,,,,,,
101466867,4,sistema fotocamera,2026-01-20,ANDROID,MOBILE,IT,2026-02-26 06:34:09.107,135.61,EUR,155,2026-02-01,1,135.61
101467208,4,Difícil ,2026-01-20,IOS,MOBILE,ES,,,,,,,
101467643,7,,2026-01-20,ANDROID,MOBILE,ES,2026-02-05 18:34:28.122,17.42,EUR,20,2026-02-01,2,147.77
101467643,7,,2026-01-20,ANDROID,MOBILE,ES,2026-02-05 18:34:28.122,17.42,EUR,20,2026-03-01,8,2157.94
101467643,7,,2026-01-20,ANDROID,MOBILE,ES,2026-02-05 18:34:28.122,17.42,EUR,20,2026-04-01,1,474.26
101467643,7,,2026-01-20,ANDROID,MOBILE,ES,2026-02-05 18:34:28.122,17.42,EUR,20,2026-05-01,2,717.13
101468189,7,,2026-01-20,ANDROID,MOBILE,NL,2026-03-06 16:37:15.900,693,EUR,800,2026-03-01,2,2160.35
101468209,6,,2026-01-20,ANDROID,MOBILE,DE,2026-01-20 11:55:42.641,2.62,EUR,3,2026-01-01,2,1748.7
101468560,7,Snel geregeld,2026-01-20,IOS,MOBILE,NL,2026-02-26 12:00:17.677,376.21,EUR,430,2026-02-01,1,376.21
101468560,7,Snel geregeld,2026-01-20,IOS,MOBILE,NL,2026-02-26 12:00:17.677,376.21,EUR,430,2026-03-01,1,882.54
101468560,7,Snel geregeld,2026-01-20,IOS,MOBILE,NL,2026-02-26 12:00:17.677,376.21,EUR,430,2026-04-01,1,61.11
101468708,1,Selfi funktioniert nicht,2026-01-20,IOS,MOBILE,DE,,,,,,,
101468894,7,,2026-01-20,IOS,MOBILE,DE,,,,,,,
101469096,7,The face id was very easy to do. Much easier than in other apps. ,2026-01-20,IOS,MOBILE,RO,,,,,,,
101469232,6,,2026-01-20,IOS,MOBILE,IT,,,,,,,
101469400,6,,2026-01-21,IOS,MOBILE,IT,,,,,,,
101469702,4,parce que l on accepte pas ma piece d'identité car elle est périmé alors qu elle est encore valable encore 5 ans ,2026-01-20,ANDROID,MOBILE,FR,,,,,,,
101470211,7,,2026-01-25,ANDROID,MOBILE,AT,2026-01-31 12:19:28.335,450.4,EUR,520,2026-01-01,1,450.4
101470240,5,,2026-01-20,IOS,MOBILE,ES,2026-02-04 17:29:28.141,1.73,EUR,2,2026-02-01,10,1240.15
101470240,5,,2026-01-20,IOS,MOBILE,ES,2026-02-04 17:29:28.141,1.73,EUR,2,2026-03-01,9,1816.52
101470240,5,,2026-01-20,IOS,MOBILE,ES,2026-02-04 17:29:28.141,1.73,EUR,2,2026-04-01,10,1904.01
101470240,5,,2026-01-20,IOS,MOBILE,ES,2026-02-04 17:29:28.141,1.73,EUR,2,2026-05-01,6,1343.07
101470383,5,Porque pide foto de documentos y muchos datos personales que puenden robados por hacker. Noto que otras app de envió son mas intuitivas en esto de la configuración. ,2026-01-20,ANDROID,MOBILE,ES,,,,,,,
101470521,7,,2026-01-20,IOS,MOBILE,FR,,,,,,,
101470706,7,,2026-01-23,IOS,MOBILE,DE,2026-01-23 11:15:16.203,1758.43,EUR,2028.42,2026-01-01,1,1758.43
101470706,7,,2026-01-23,IOS,MOBILE,DE,2026-01-23 11:15:16.203,1758.43,EUR,2028.42,2026-02-01,1,514.25
101470706,7,,2026-01-23,IOS,MOBILE,DE,2026-01-23 11:15:16.203,1758.43,EUR,2028.42,2026-03-01,2,254.99
101470706,7,,2026-01-23,IOS,MOBILE,DE,2026-01-23 11:15:16.203,1758.43,EUR,2028.42,2026-04-01,2,457.28
101471516,5,,2026-04-07,WEB,WEB,FR,,,,,,,
101471550,7,,2026-01-20,ANDROID,MOBILE,PL,,,,,,,
101471580,6,,2026-01-20,ANDROID,MOBILE,LT,2026-04-06 17:02:13.003,17.44,EUR,20,2026-04-01,2,104.66
101471688,7,Быстро работает ,2026-01-20,ANDROID,MOBILE,LV,,,,,,,
101471831,7,,2026-01-22,IOS,MOBILE,ES,,,,,,,
101472341,4,,2026-01-20,ANDROID,MOBILE,DE,,,,,,,
101472439,1,Foto wird nicht erkannt,2026-01-20,IOS,MOBILE,DE,2026-01-20 10:24:24.504,663.44,EUR,760.35,2026-01-01,1,663.44
101472489,7,ha sido muy fácil ,2026-01-20,ANDROID,MOBILE,ES,,,,,,,
101472779,1,The transfert dindt work :-( until now,2026-01-20,IOS,MOBILE,DE,2026-01-21 21:04:57.809,13.05,EUR,15,2026-01-01,4,3745.71
101472779,1,The transfert dindt work :-( until now,2026-01-20,IOS,MOBILE,DE,2026-01-21 21:04:57.809,13.05,EUR,15,2026-02-01,2,3825.27
101472779,1,The transfert dindt work :-( until now,2026-01-20,IOS,MOBILE,DE,2026-01-21 21:04:57.809,13.05,EUR,15,2026-03-01,1,384.2
101472779,1,The transfert dindt work :-( until now,2026-01-20,IOS,MOBILE,DE,2026-01-21 21:04:57.809,13.05,EUR,15,2026-04-01,2,6762.9
101473478,1,Crashed when taking passport photo,2026-01-20,IOS,MOBILE,PT,2026-01-29 08:15:18.860,1064.03,JPY,225000,2026-01-01,1,1064.03
101473729,7,,2026-01-20,ANDROID,MOBILE,PL,2026-01-27 18:29:13.525,414.19,PLN,2000,2026-01-01,2,723.33
101473729,7,,2026-01-20,ANDROID,MOBILE,PL,2026-01-27 18:29:13.525,414.19,PLN,2000,2026-02-01,2,723.57
101473729,7,,2026-01-20,ANDROID,MOBILE,PL,2026-01-27 18:29:13.525,414.19,PLN,2000,2026-03-01,4,751.29
101473729,7,,2026-01-20,ANDROID,MOBILE,PL,2026-01-27 18:29:13.525,414.19,PLN,2000,2026-04-01,1,407.92
101473729,7,,2026-01-20,ANDROID,MOBILE,PL,2026-01-27 18:29:13.525,414.19,PLN,2000,2026-05-01,2,112.96
101473943,3,,2026-01-20,IOS,MOBILE,AT,,,,,,,
101474260,5,,2026-01-21,IOS,MOBILE,GR,,,,,,,
101474314,7,Het ging makkelijk en snel ,2026-01-21,ANDROID,MOBILE,NL,,,,,,,
101474625,6,,2026-01-20,ANDROID,MOBILE,PT,,,,,,,
101474646,7,ok,2026-01-21,ANDROID,MOBILE,ES,,,,,,,
101474696,7,,2026-01-21,ANDROID,MOBILE,IT,,,,,,,
101474772,7,,2026-01-20,IOS,MOBILE,DE,,,,,,,
101474817,7,,2026-01-20,ANDROID,MOBILE,IT,2026-02-20 09:51:44.772,43.71,EUR,50,2026-02-01,1,43.71
101474817,7,,2026-01-20,ANDROID,MOBILE,IT,2026-02-20 09:51:44.772,43.71,EUR,50,2026-05-01,1,86.46
101475481,6,,2026-01-20,ANDROID,MOBILE,LT,2026-03-27 14:23:01.608,86.77,EUR,100,2026-03-01,3,261.15
101475481,6,,2026-01-20,ANDROID,MOBILE,LT,2026-03-27 14:23:01.608,86.77,EUR,100,2026-04-01,7,401.75
101475481,6,,2026-01-20,ANDROID,MOBILE,LT,2026-03-27 14:23:01.608,86.77,EUR,100,2026-05-01,8,270.95
101475787,6,,2026-01-20,ANDROID,MOBILE,LU,,,,,,,
101475938,7,Bardzo łatwo,2026-01-20,IOS,MOBILE,PL,,,,,,,
101476030,7,,2026-01-21,ANDROID,MOBILE,RO,,,,,,,
101476228,7,,2026-01-21,ANDROID,MOBILE,AT,,,,,,,
101476261,7,,2026-01-21,ANDROID,MOBILE,DE,2026-01-26 14:41:26.779,0.87,EUR,1,2026-01-01,2,1484.32
101476261,7,,2026-01-21,ANDROID,MOBILE,DE,2026-01-26 14:41:26.779,0.87,EUR,1,2026-02-01,2,970.88
101476261,7,,2026-01-21,ANDROID,MOBILE,DE,2026-01-26 14:41:26.779,0.87,EUR,1,2026-03-01,5,3117.29
101476261,7,,2026-01-21,ANDROID,MOBILE,DE,2026-01-26 14:41:26.779,0.87,EUR,1,2026-04-01,1,1392.32
101476261,7,,2026-01-21,ANDROID,MOBILE,DE,2026-01-26 14:41:26.779,0.87,EUR,1,2026-05-01,2,1865.3
101476426,5,,2026-01-20,IOS,MOBILE,PT,,,,,,,
101476534,5,,2026-01-24,ANDROID,MOBILE,IT,,,,,,,
101476565,7,,2026-01-20,ANDROID,MOBILE,LV,,,,,,,
101477128,7,,2026-01-20,IOS,MOBILE,FR,2026-01-29 21:49:20.287,25.52,AUD,50,2026-01-01,2,127.22
101477128,7,,2026-01-20,IOS,MOBILE,FR,2026-01-29 21:49:20.287,25.52,AUD,50,2026-02-01,3,450.96
101477128,7,,2026-01-20,IOS,MOBILE,FR,2026-01-29 21:49:20.287,25.52,AUD,50,2026-04-01,1,130.58
101477128,7,,2026-01-20,IOS,MOBILE,FR,2026-01-29 21:49:20.287,25.52,AUD,50,2026-05-01,1,519.85
101477256,7,,2026-01-20,ANDROID,MOBILE,ES,2026-02-14 15:02:24.531,5.22,EUR,6,2026-02-01,1,5.22
101477256,7,,2026-01-20,ANDROID,MOBILE,ES,2026-02-14 15:02:24.531,5.22,EUR,6,2026-04-01,1,50.58
101477256,7,,2026-01-20,ANDROID,MOBILE,ES,2026-02-14 15:02:24.531,5.22,EUR,6,2026-05-01,1,0.42
101477403,7,,2026-01-20,ANDROID,MOBILE,FR,,,,,,,
101477457,6,,2026-01-20,IOS,MOBILE,IT,,,,,,,
101477467,7,,2026-01-22,ANDROID,MOBILE,PT,,,,,,,
101477497,5,It crashed,2026-01-20,IOS,MOBILE,NL,,,,,,,
101477584,5,,2026-01-20,ANDROID,MOBILE,DE,2026-01-21 07:03:36.790,9.19,EUR,10,2026-01-01,1,9.19
101477584,5,,2026-01-20,ANDROID,MOBILE,DE,2026-01-21 07:03:36.790,9.19,EUR,10,2026-02-01,1,21.72
101477584,5,,2026-01-20,ANDROID,MOBILE,DE,2026-01-21 07:03:36.790,9.19,EUR,10,2026-05-01,1,9.88
101478048,6,ha sido facil,2026-01-20,ANDROID,MOBILE,ES,,,,,,,
101478070,7,,2026-01-21,IOS,MOBILE,DE,2026-02-13 00:17:48.909,147.79,EUR,170,2026-02-01,1,147.79
101478365,6,,2026-05-17,WEB,WEB,FR,2026-05-19 16:29:18.758,227.77,EUR,262.9,2026-05-01,1,227.77
101478383,4,no entiendo bien cómo configurar la llave de acceso,2026-02-25,ANDROID,MOBILE,FR,,,,,,,
101478421,4,,2026-01-20,IOS,MOBILE,ES,,,,,,,
101478519,7,,2026-01-20,ANDROID,MOBILE,IT,2026-01-22 19:46:17.659,217.68,EUR,250,2026-01-01,2,260.99
101478519,7,,2026-01-20,ANDROID,MOBILE,IT,2026-01-22 19:46:17.659,217.68,EUR,250,2026-02-01,6,275.84
101478519,7,,2026-01-20,ANDROID,MOBILE,IT,2026-01-22 19:46:17.659,217.68,EUR,250,2026-03-01,3,92.62
101478519,7,,2026-01-20,ANDROID,MOBILE,IT,2026-01-22 19:46:17.659,217.68,EUR,250,2026-04-01,2,130.62
101478519,7,,2026-01-20,ANDROID,MOBILE,IT,2026-01-22 19:46:17.659,217.68,EUR,250,2026-05-01,1,259.92
101479266,7,,2026-01-20,IOS,MOBILE,ES,,,,,,,
101479356,7,,2026-01-22,IOS,MOBILE,FR,,,,,,,
101479738,4,,2026-01-23,ANDROID,MOBILE,IE,,,,,,,
101479920,6,,2026-01-20,ANDROID,MOBILE,CZ,,,,,,,
101480076,5,,2026-01-20,IOS,MOBILE,ES,,,,,,,
101480189,1,"didn't accept my driving licence, had to take selfie so many times before it got accepted ",2026-01-20,ANDROID,MOBILE,SE,2026-03-17 10:36:30.585,195.55,THB,8446.26,2026-03-01,1,195.55
101480224,7,"Egyszerű,gyors ,korrekt .",2026-01-20,IOS,MOBILE,AT,2026-01-25 21:13:43.785,78.12,EUR,90,2026-01-01,1,78.12
101480224,7,"Egyszerű,gyors ,korrekt .",2026-01-20,IOS,MOBILE,AT,2026-01-25 21:13:43.785,78.12,EUR,90,2026-02-01,1,19.13
101480252,6,,2026-01-20,IOS,MOBILE,GR,2026-01-20 13:26:42.916,17.45,EUR,20,2026-01-01,1,17.45
101480303,7,,2026-01-20,IOS,MOBILE,PT,,,,,,,
101480315,7,,2026-04-05,IOS,MOBILE,FR,,,,,,,
101480511,6,,2026-01-20,ANDROID,MOBILE,FR,,,,,,,
101480927,6,,2026-01-20,IOS,MOBILE,FR,,,,,,,
101481049,7,,2026-01-20,ANDROID,MOBILE,IT,,,,,,,
101481217,7,,2026-01-20,IOS,MOBILE,DE,,,,,,,
101481363,7,,2026-01-20,IOS,MOBILE,ES,2026-01-20 23:04:22.218,7.72,EUR,8.85,2026-01-01,1,7.72
101481363,7,,2026-01-20,IOS,MOBILE,ES,2026-01-20 23:04:22.218,7.72,EUR,8.85,2026-02-01,1,3686.62
101481512,4,,2026-01-20,ANDROID,MOBILE,FR,2026-05-19 10:14:09.387,264.25,EUR,305,2026-05-01,1,264.25
101481728,7,,2026-01-20,IOS,MOBILE,FR,,,,,,,
101481793,4,,2026-05-12,WEB,WEB,SE,,,,,,,
101481945,7,,2026-01-20,IOS,MOBILE,DE,2026-01-20 13:30:14.894,17450.95,EUR,20000,2026-01-01,2,25279.62
101482298,7,,2026-03-19,WEB,WEB,FR,,,,,,,
101482395,7,,2026-01-23,IOS,MOBILE,DE,2026-04-25 14:57:45.226,13085.99,EUR,15110,2026-04-01,1,13085.99
101482496,7,,2026-01-20,ANDROID,MOBILE,DK,2026-02-02 11:37:46.326,14319.45,NOK,189878.83,2026-02-01,2,14436.47
101482853,7,7,2026-01-21,ANDROID,MOBILE,ES,2026-04-01 19:13:49.855,130.7,EUR,150,2026-04-01,1,130.7
101482854,7,,2026-01-20,ANDROID,MOBILE,FI,2026-01-20 18:02:01.602,17.45,EUR,20,2026-01-01,3,884.07
101482854,7,,2026-01-20,ANDROID,MOBILE,FI,2026-01-20 18:02:01.602,17.45,EUR,20,2026-02-01,5,3048.93
101483001,6,,2026-01-21,ANDROID,MOBILE,HU,2026-02-19 06:58:34.715,13.83,HUF,6000,2026-02-01,1,13.83
101483207,7,,2026-01-24,ANDROID,MOBILE,GB,2026-01-24 13:18:08.203,9.42,SEK,100,2026-01-01,2,913.52
101483207,7,,2026-01-24,ANDROID,MOBILE,GB,2026-01-24 13:18:08.203,9.42,SEK,100,2026-05-01,1,262.41
101484672,7,,2026-01-20,ANDROID,MOBILE,HU,,,,,,,
101484757,7,,2026-01-20,ANDROID,MOBILE,LT,,,,,,,
101485161,7,,2026-02-20,WEB,WEB,FR,,,,,,,
101485801,3,,2026-01-21,IOS,MOBILE,TH,,,,,,,
101485973,6,,2026-01-20,IOS,MOBILE,SI,2026-01-23 14:20:48.678,973.19,EUR,1122.61,2026-01-01,2,1752.73
101485973,6,,2026-01-20,IOS,MOBILE,SI,2026-01-23 14:20:48.678,973.19,EUR,1122.61,2026-02-01,10,4861.14
101485973,6,,2026-01-20,IOS,MOBILE,SI,2026-01-23 14:20:48.678,973.19,EUR,1122.61,2026-03-01,12,3941.37
101485973,6,,2026-01-20,IOS,MOBILE,SI,2026-01-23 14:20:48.678,973.19,EUR,1122.61,2026-04-01,23,6741.67
101485973,6,,2026-01-20,IOS,MOBILE,SI,2026-01-23 14:20:48.678,973.19,EUR,1122.61,2026-05-01,7,2796.88
101485987,1,,2026-01-30,ANDROID,MOBILE,FR,2026-01-31 13:37:15.923,620.54,EUR,711,2026-01-01,1,620.54
101486284,7,good 👍👍,2026-01-20,ANDROID,MOBILE,FR,,,,,,,
101486755,6,,2026-01-20,IOS,MOBILE,DK,2026-04-13 06:09:25.359,3328.68,DKK,28570.47,2026-04-01,2,4834.2
101486755,6,,2026-01-20,IOS,MOBILE,DK,2026-04-13 06:09:25.359,3328.68,DKK,28570.47,2026-05-01,1,463.29
101487208,1,,2026-01-20,ANDROID,MOBILE,DE,,,,,,,
101487666,7,,2026-01-20,IOS,MOBILE,IT,,,,,,,
101487686,7,Ttt,2026-01-20,IOS,MOBILE,ES,,,,,,,
101487687,4,,2026-01-20,IOS,MOBILE,DE,,,,,,,
101487952,7,nada,2026-01-29,ANDROID,MOBILE,ES,,,,,,,
101487960,7,,2026-01-20,ANDROID,MOBILE,IT,,,,,,,
101487983,5,,2026-01-20,IOS,MOBILE,DE,,,,,,,
101488575,6,,2026-01-22,IOS,MOBILE,EE,,,,,,,
101488763,6,,2026-01-29,IOS,MOBILE,IT,2026-02-02 19:36:18.769,661.25,EUR,766.31,2026-02-01,1,661.25
101488763,6,,2026-01-29,IOS,MOBILE,IT,2026-02-02 19:36:18.769,661.25,EUR,766.31,2026-03-01,1,615.77
101488763,6,,2026-01-29,IOS,MOBILE,IT,2026-02-02 19:36:18.769,661.25,EUR,766.31,2026-04-01,2,1443.77
101488763,6,,2026-01-29,IOS,MOBILE,IT,2026-02-02 19:36:18.769,661.25,EUR,766.31,2026-05-01,1,12.95
101488858,7,Sehr gut,2026-01-20,IOS,MOBILE,DE,,,,,,,
101488978,7,,2026-01-20,IOS,MOBILE,ES,2026-04-07 05:59:55.270,174.41,EUR,200,2026-04-01,1,174.41
101489150,7,,2026-01-20,IOS,MOBILE,FR,,,,,,,
101489191,7,,2026-01-21,IOS,MOBILE,AT,,,,,,,
101489277,7,,2026-01-20,IOS,MOBILE,DE,,,,,,,
101489568,5,,2026-01-20,IOS,MOBILE,FR,2026-02-17 18:02:33.411,17.48,EUR,20,2026-02-01,3,78.68
101489568,5,,2026-01-20,IOS,MOBILE,FR,2026-02-17 18:02:33.411,17.48,EUR,20,2026-03-01,7,279.56
101489568,5,,2026-01-20,IOS,MOBILE,FR,2026-02-17 18:02:33.411,17.48,EUR,20,2026-04-01,5,192.35
101489568,5,,2026-01-20,IOS,MOBILE,FR,2026-02-17 18:02:33.411,17.48,EUR,20,2026-05-01,1,259.7
101489596,7,Я не потратила много времени,2026-01-20,IOS,MOBILE,PT,,,,,,,
101489738,6,,2026-04-16,WEB,WEB,PT,,,,,,,
